6242	12200
6290	12212
6247	12251
6253	12294
6237	12333
6189	12337
6145	12317
6150	12269
6150	12222
6135	12179
6098	12201
6050	12198
6014	12180
6023	12135
6051	12107
6078	12083
6095	12045
6123	12010
6167	11991
6199	11964
6191	11922
6186	11879
6183	11836
6156	11800
6112	11779
6074	11753
6033	11759
6041	11716
6033	11679
6007	11641
6050	11627
6078	11655
6084	11698
6112	11730
6152	11747
6154	11701
6187	11669
6159	11631
6187	11600
6158	11565
6111	11573
6100	11533
6141	11516
6186	11517
6211	11549
6232	11592
6226	11638
6243	11682
6250	11729
6291	11732
6318	11695
6284	11655
6287	11599
6266	11551
6284	11498
6236	11498
6224	11444
6271	11448
6266	11403
6239	11366
6249	11327
6248	11279
6287	11251
6253	11223
6225	11199
6230	11149
6268	11126
6312	11119
6347	11086
6366	11130
6414	11146
6373	11187
6385	11231
6394	11275
6413	11324
6470	11337
6483	11396
6439	11446
6445	11504
6392	11542
6377	11489
6373	11428
6324	11455
6320	11398
6295	11355
6295	11305
6337	11268
6350	11317
6361	11366
6415	11383
6458	11259
6442	11199
6507	11207
6474	11138
6478	11067
6500	11009
6475	10956
6489	10891
6433	10903
6375	10898
6359	10938
6322	10964
6302	10994
6282	11030
6290	11076
6332	11039
6383	11044
6414	11085
6430	11010
6408	10957
6368	10994
6307	10907
6292	10859
6310	10820
6360	10806
6329	10767
6340	10718
6338	10667
6380	10686
6392	10641
6429	10610
6461	10646
6488	10689
6488	10743
6439	10749
6387	10741
6413	10796
6401	10845
6351	10858
6256	10819
6217	10806
6228	10764
6273	10779
6282	10734
6245	10706
6204	10721
6173	10694
6166	10661
6188	10626
6168	10586
6139	10620
6113	10649
6126	10686
6091	10703
6070	10736
6038	10765
6010	10737
6035	10709
6022	10665
6063	10670
6072	10626
6038	10617
6005	10588
6043	10572
6074	10581
6106	10594
6133	10558
6159	10533
6162	10490
6162	10448
6127	10443
6103	10468
6078	10495
6045	10478
6018	10448
6064	10436
6060	10391
6022	10400
6002	10371
6013	10332
6048	10347
6079	10318
6073	10279
6116	10271
6125	10314
6143	10357
6139	10399
6100	10406
6097	10359
6179	10382
6194	10418
6232	10414
6269	10425
6297	10462
6276	10503
6245	10534
6200	10547
6213	10587
6240	10624
6254	10660
6209	10666
6153	10730
6122	10749
6136	10790
6173	10818
6190	10859
6155	10889
6114	10901
6112	10951
6135	10989
6177	10977
6211	10996
6253	10987
6265	10947
6250	10904
6237	10857
6200	10906
6212	10945
6157	10941
6169	11028
6175	11070
6138	11092
6092	11094
6063	11123
6032	11144
6018	11184
6005	11226
6018	11266
6049	11235
6089	11226
6129	11236
6108	11270
6071	11284
6034	11307
6070	11335
6032	11355
6008	11395
6056	11395
6073	11438
6034	11437
6040	11481
6012	11515
6052	11529
6063	11579
6023	11597
6006	11563
6110	11615
6122	11667
6201	11724
6198	11775
6236	11771
6233	11817
6236	11865
6241	11917
6250	11964
6296	11982
6292	11927
6286	11882
6286	11832
6282	11780
6342	11782
6364	11725
6398	11679
6353	11641
6350	11581
6326	11526
6412	11604
6482	11633
6462	11705
6489	11780
6531	11854
6606	11812
6682	11839
6617	11914
6589	11999
6589	12062
6641	12117
6564	12142
6492	12181
6487	12107
6473	12028
6389	12059
6371	11993
6360	11923
6369	11850
6443	11863
6450	11940
6534	11952
6698	12023
6756	11932
6831	12047
6942	12006
7019	12088
7029	12173
6975	12222
6904	12239
6937	12309
7017	12363
6993	12441
6917	12431
6861	12377
6777	12374
6712	12381
6735	12312
6750	12235
6823	12194
6746	12136
6658	12202
6651	12290
6616	12364
6643	12433
6723	12455
6745	12518
6724	12567
6759	12614
6797	12575
6808	12519
6791	12454
6875	12501
6867	12558
6874	12611
6860	12674
6836	12716
6784	12699
6775	12752
6755	12799
6785	12838
6805	12891
6749	12897
6726	12852
6699	12812
