0	89.6781
100	89.6565
200	89.6565
300	89.6153
400	89.6135
500	89.6046
600	89.6046
700	89.6028
800	89.6028
900	89.5975
1000	89.5974
1100	89.5974
1200	89.5887
1300	89.569
1400	89.5644
1500	89.5518
1600	89.5317
1700	89.5317
1800	89.511
1900	89.5038
2000	89.5022
2100	89.5013
2200	89.4935
2300	89.4713
2400	89.4713
2500	89.4654
2600	89.445
2700	89.4409
2800	89.4409
2900	89.4409
3000	89.4409
3100	89.4348
3200	89.4348
3300	89.4286
3400	89.4286
3500	89.4204
3600	89.4204
3700	89.4204
3800	89.4204
3900	89.4107
4000	89.4043
4100	89.4043
4200	89.4043
4300	89.3993
4400	89.3946
4500	89.3899
4600	89.3787
4700	89.3787
4800	89.3787
4900	89.3787
5000	89.3787
5100	89.3697
5200	89.3697
5300	89.3697
5400	89.3697
5500	89.3572
5600	89.3569
5700	89.3389
5800	89.3375
5900	89.3192
6000	89.3192
6100	89.3192
6200	89.3071
6300	89.3071
6400	89.3071
6500	89.3053
6600	89.3053
6700	89.3046
6800	89.2987
6900	89.297
7000	89.294
7100	89.294
7200	89.294
7300	89.294
7400	89.294
7500	89.2879
7600	89.2879
7700	89.2879
7800	89.2721
7900	89.252
8000	89.2501
8100	89.2501
8200	89.2395
8300	89.2298
8400	89.2177
8500	89.214
8600	89.2101
8700	89.2101
8800	89.1777
8900	89.1777
9000	89.1775
9100	89.1775
9200	89.1764
9300	89.1701
9400	89.1701
9500	89.1701
9600	89.1271
9700	89.1271
9800	89.1271
9900	89.1152
10000	89.105
10100	89.105
10200	89.105
10300	89.0967
10400	89.0967
10500	89.0951
10600	89.0951
10700	89.0951
10800	89.0802
10900	89.0687
11000	89.0687
11100	89.0687
11200	89.0687
11300	89.0687
11400	89.0667
11500	89.0509
11600	89.0509
11700	89.0509
11800	89.0483
11900	89.0483
12000	89.0465
12100	89.0465
12200	89.0386
12300	89.0386
12400	89.0352
12500	89.032
12600	89.032
12700	89.0253
12800	89.0142
12900	89.0075
13000	88.9965
13100	88.9876
13200	88.9765
13300	88.9757
13400	88.9715
13500	88.969
13600	88.9632
13700	88.9632
13800	88.9632
13900	88.9573
14000	88.9501
14100	88.9381
14200	88.9354
14300	88.9354
14400	88.9354
14500	88.9301
14600	88.9301
14700	88.919
14800	88.9095
14900	88.9033
15000	88.902
15100	88.9017
15200	88.9017
15300	88.895
15400	88.8756
15500	88.8756
15600	88.8756
15700	88.8675
15800	88.8572
15900	88.839
16000	88.8219
16100	88.8219
16200	88.8168
16300	88.8168
16400	88.8117
16500	88.8117
16600	88.8102
16700	88.8049
16800	88.8049
16900	88.8049
17000	88.8049
17100	88.7944
17200	88.7872
17300	88.7872
17400	88.7784
17500	88.7732
17600	88.7732
17700	88.7621
17800	88.7621
17900	88.7578
18000	88.7578
18100	88.7578
18200	88.7266
18300	88.7266
18400	88.7208
18500	88.7038
18600	88.703
18700	88.701
18800	88.701
18900	88.701
19000	88.701
19100	88.701
19200	88.701
19300	88.701
19400	88.701
19500	88.701
19600	88.6976
19700	88.6976
19800	88.6787
19900	88.6787
20000	88.673
20100	88.6727
20200	88.6714
20300	88.6714
20400	88.6558
20500	88.644
20600	88.644
20700	88.6414
20800	88.6414
20900	88.6403
21000	88.6403
21100	88.6301
21200	88.6288
21300	88.6253
21400	88.625
21500	88.6148
21600	88.6052
21700	88.5829
21800	88.5749
21900	88.5592
22000	88.5556
22100	88.5488
22200	88.532
22300	88.5196
22400	88.4844
22500	88.4844
22600	88.4844
22700	88.4624
22800	88.4586
22900	88.4586
23000	88.4586
23100	88.4572
23200	88.4496
23300	88.4423
23400	88.4423
23500	88.4423
23600	88.4274
23700	88.4274
23800	88.4274
23900	88.4116
24000	88.4116
24100	88.3842
24200	88.3842
24300	88.3713
24400	88.3713
24500	88.3713
24600	88.354
24700	88.354
24800	88.3334
24900	88.3334
25000	88.3334
25100	88.3221
25200	88.3153
25300	88.3141
25400	88.2957
25500	88.2893
25600	88.2874
25700	88.2874
25800	88.2874
25900	88.2774
26000	88.275
26100	88.2744
26200	88.2583
26300	88.2583
26400	88.2458
26500	88.2458
26600	88.2368
26700	88.2337
26800	88.225
26900	88.225
27000	88.225
27100	88.225
27200	88.225
27300	88.2197
27400	88.2197
27500	88.2197
27600	88.2017
27700	88.2017
27800	88.1916
27900	88.1905
28000	88.186
28100	88.186
28200	88.186
28300	88.1832
28400	88.1803
28500	88.1803
28600	88.1747
28700	88.1723
28800	88.1723
28900	88.1652
29000	88.1616
29100	88.1546
29200	88.1546
29300	88.1518
29400	88.1518
29500	88.1518
29600	88.1518
29700	88.1474
29800	88.1387
29900	88.1387
30000	88.1345
30100	88.1259
30200	88.1259
30300	88.1243
30400	88.1196
30500	88.107
30600	88.107
30700	88.1041
30800	88.0962
30900	88.092
31000	88.0907
31100	88.0888
31200	88.0888
31300	88.0867
31400	88.0784
31500	88.0784
31600	88.0784
31700	88.0784
31800	88.053
31900	88.043
32000	88.0424
32100	88.0392
32200	88.0377
32300	88.0315
32400	88.0207
32500	88.0207
32600	88.0207
32700	88.0202
32800	88.0196
32900	88.0172
33000	87.988
33100	87.9834
33200	87.9802
33300	87.9802
33400	87.9802
33500	87.9655
33600	87.9603
33700	87.9473
33800	87.9297
33900	87.9297
34000	87.9248
34100	87.9128
34200	87.909
34300	87.9067
34400	87.9067
34500	87.9056
34600	87.9056
34700	87.8997
34800	87.8942
34900	87.8942
35000	87.8917
35100	87.8878
35200	87.8856
35300	87.8847
35400	87.8829
35500	87.8777
35600	87.8777
35700	87.872
35800	87.8699
35900	87.8664
36000	87.8654
36100	87.8525
36200	87.8398
36300	87.8301
36400	87.8301
36500	87.8293
36600	87.8017
36700	87.8017
36800	87.8016
36900	87.7814
37000	87.7765
37100	87.7747
37200	87.7691
37300	87.7691
